ID,Station Name,Total Docks,Latitude,Longitude
653,Cornell Dr & Hayes Dr,11,41.780595,-87.584846
299,Halsted St & Roscoe St,15,41.94367,-87.64895
162,Damen Ave & Wellington Ave,15,41.93588,-87.67842
271,Cottage Grove Ave & 43rd St,11,41.816499,-87.606582
580,Exchange Ave & 79th St,11,41.751731,-87.552812
117,Wilton Ave & Belmont Ave,27,41.94023192,-87.65294373
483,Avondale Ave & Irving Park Rd,19,41.953393,-87.732002
645,Archer (Damen) Ave & 37th St,11,41.826712,-87.683144
264,Stetson Ave & South Water St,19,41.886835,-87.62232
303,Broadway & Cornelia Ave,23,41.945529,-87.646439
137,Morgan Ave & 14th Pl,15,41.862378,-87.651062
84,Milwaukee Ave & Grand Ave,19,41.891578,-87.648384
302,Sheffield Ave & Wrightwood Ave,31,41.928712,-87.653833
517,Clark St & Jarvis Ave,11,42.015963,-87.675005
140,Dearborn Pkwy & Delaware Pl,19,41.898969,-87.629912
432,Clark St & Lunt Ave,19,42.00901118,-87.67411172
29,Noble St & Milwaukee Ave,15,41.90068,-87.6626
520,Greenview Ave & Jarvis Ave,19,42.015962,-87.66857
223,Clifton Ave & Armitage Ave,15,41.918216,-87.656936
169,Canal St & Harrison St,15,41.874255,-87.639573
349,Halsted St & Wrightwood Ave,15,41.929143,-87.649077
88,Racine Ave & Randolph St,19,41.884069,-87.656853
577,Stony Island Ave & South Chicago Ave,11,41.751173,-87.585337
556,Throop St & 52nd St,7,41.799659,-87.657195
534,Karlov Ave & Madison St,11,41.88085,-87.727907
203,Western Ave & 21st St,15,41.854109,-87.685838
330,Lincoln Ave & Addison St,19,41.946176,-87.673308
626,Delano Ct & Roosevelt Rd,19,41.867491,-87.63219
1.67419E+18,Public Rack - Austin Ave & Wellington Ave,1,41.9352453,-87.776052
1.67419E+18,Public Rack - Bell Ave & 95th St,2,41.721188,-87.678786
268,DuSable Lake Shore Dr & North Blvd,39,41.911722,-87.626804
216,California Ave & Division St,15,41.903029,-87.697474
595,Wabash Ave & 87th St,11,41.73621877,-87.6226455
260,Kedzie Ave & Milwaukee Ave,35,41.929567,-87.707857
527,Western Ave & Howard St,15,42.018901,-87.690048
23,Orleans St & Elm St,15,41.902924,-87.637715
55,Halsted St & Roosevelt Rd,23,41.867324,-87.648625
627,LaSalle Dr & Huron St,19,41.894877,-87.632326
402,Shields Ave & 31st St,15,41.838464,-87.635406
298,Lincoln Ave & Belle Plaine Ave,15,41.95600355,-87.68016145
317,Wood St & Taylor St (Temp),23,41.86926522,-87.67373085
539,Cicero Ave & Quincy St,11,41.877613,-87.745405
106,State St & Pearson St,27,41.897448,-87.628722
204,Prairie Ave & Garfield Blvd,11,41.794853,-87.618691
77,Clinton St & Madison St,31,41.882242,-87.641066
436,Fairfield Ave & Roosevelt Rd,11,41.866624,-87.694521
333,Ashland Ave & Blackhawk St,15,41.907066,-87.667252
659,Leavitt St & Chicago Ave,15,41.895501,-87.682017
385,Princeton Ave & Garfield Blvd,11,41.794982,-87.633124
540,Laramie Ave & Madison St,11,41.880207,-87.755337
80,Aberdeen St & Monroe St,19,41.880419,-87.655519
456,2112 W Peterson Ave,11,41.991178,-87.683593
14,Morgan St & 18th St,15,41.858086,-87.651073
109,900 W Harrison St,19,41.874754,-87.649807
227,Southport Ave & Waveland Ave,23,41.94815,-87.66394
152,Lincoln Ave & Diversey Pkwy,15,41.932225,-87.658617
301,Clark St & Schiller St,19,41.907993,-87.631501
243,Lincoln Ave & Sunnyside Ave,15,41.963004,-87.684781
118,Sedgwick St & North Ave,19,41.911386,-87.638677
339,Emerald Ave & 31st St,11,41.838198,-87.645143
338,Calumet Ave & 18th St,15,41.857611,-87.619407
660,Sheridan Rd & Columbia Ave,15,42.004583,-87.661406
341,Adler Planetarium,39,41.866095,-87.607267
663,Lincolnwood Dr & Central St,15,42.064854,-87.715297
174,Canal St & Madison St,35,41.882091,-87.639833
92,Carpenter St & Huron St,19,41.894556,-87.653449
213,Leavitt St & North Ave,15,41.91050937,-87.68238902
591,Kilbourn Ave & Milwaukee Ave,15,41.94707089,-87.74000824
625,Dodge Ave & Main St,15,42.03463185,-87.6991877
86,Eckhart Park,19,41.89637337,-87.66098386
295,Broadway & Argyle St,19,41.973815,-87.65966
475,Washtenaw Ave & Lawrence Ave,15,41.968987,-87.696027
574,Vernon Ave & 79th St,11,41.75094,-87.61379
329,DuSable Lake Shore Dr & Diversey Pkwy,23,41.932588,-87.636427
274,Racine Ave & 15th St,15,41.861267,-87.656625
21,Aberdeen St & Jackson Blvd,23,41.87772613,-87.65478743
214,Damen Ave & Grand Ave,23,41.89239445,-87.67688513
52,Michigan Ave & Lake St,35,41.886024,-87.624117
604,Sheridan Rd & Noyes St (NU),15,42.058239,-87.677432
262,Halsted St & 37th St,11,41.827059,-87.64572
244,Ravenswood Ave & Irving Park Rd,19,41.95469,-87.67393
550,Central Ave & Chicago Ave,11,41.894958,-87.764902
666,Cherry Ave & Blackhawk St,15,41.907221,-87.655618
657,Wood St & Augusta Blvd,15,41.899181,-87.6722
198,Green St & Madison St,27,41.881892,-87.648789
177,Theater on the Lake,31,41.926277,-87.630834
470,Kedzie Ave & Foster Ave,11,41.975672,-87.709261
586,MLK Jr Dr & 83rd St,11,41.743116,-87.6148
190,Southport Ave & Wrightwood Ave,15,41.928773,-87.663913
238,Wolcott (Ravenswood) Ave & Montrose Ave,15,41.961406,-87.676169
277,Ashland Ave & Grand Ave,15,41.891072,-87.666611
590,Kilbourn Ave & Irving Park Rd,11,41.953733,-87.740569
165,Clark St & Grace St,23,41.95078,-87.659172
528,Pulaski Rd & Lake St,11,41.885409,-87.726491
59,Wabash Ave & Roosevelt Rd,23,41.867227,-87.625961
321,Wabash Ave & 9th St,19,41.870769,-87.625734
313,Lakeview Ave & Fullerton Pkwy,19,41.925858,-87.638973
588,South Chicago Ave & 83rd St,11,41.743921,-87.575225
47,State St & Kinzie St,31,41.88937547,-87.62707651
111,Sedgwick St & Huron St,27,41.894666,-87.638437
247,Shore Dr & 55th St,19,41.795212,-87.580715
405,Wentworth Ave & 35th St,15,41.830777,-87.632504
568,Vincennes Ave & 75th St,7,41.75797,-87.63121
136,Racine Ave & 13th St,15,41.865054,-87.656959
191,Canal St & Monroe St,27,41.88169,-87.63953
18,Wacker Dr & Washington St,15,41.88314336,-87.63724208
257,Lincoln Ave & Waveland Ave,15,41.948797,-87.675278
218,Wells St & 19th St,11,41.856802,-87.633879
230,Wood St & Webster Ave,19,41.92105673,-87.67279744
351,Cottage Grove Ave & 51st St,15,41.803038,-87.606615
293,Broadway & Wilson - Truman College Vaccination Site,23,41.965221,-87.658139
281,Western Ave & 24th St,7,41.84847,-87.685109
575,Cottage Grove Ave & 78th St,11,41.753174,-87.605026
167,Damen Ave & Coulter St,7,41.8492,-87.67564
261,Hermitage Ave & Polk St,15,41.871514,-87.669886
164,Franklin St & Lake St,27,41.885837,-87.6355
558,Ashland Ave & Garfield Blvd,11,41.792822,-87.664429
564,Racine Ave & 65th St,11,41.775393,-87.654308
113,Sheridan Rd & Argyle St,15,41.97328682,-87.65475959
116,Western Ave & Winnebago Ave,15,41.91552,-87.687022
529,Cicero Ave & Lake St,11,41.886841,-87.745261
310,Damen Ave & Charleston St,11,41.920082,-87.677855
531,Central Ave & Lake St,11,41.887664,-87.765469
292,Southport Ave & Clark St,11,41.957081,-87.664199
630,Kildare Ave & Montrose Ave,15,41.96108,-87.73569
246,Ashland Ave & Belle Plaine Ave,11,41.956057,-87.668835
146,Loomis St & Jackson Blvd,19,41.877945,-87.662007
166,Ashland Ave & Wrightwood Ave,15,41.92883,-87.668507
514,Ridge Blvd & Howard St,11,42.019276,-87.68452
196,Cityfront Plaza Dr & Pioneer Ct,31,41.890573,-87.622072
305,Western Ave & Division St,23,41.902893,-87.687275
576,Greenwood Ave & 79th St,11,41.751294,-87.597552
251,Clarendon Ave & Leland Ave,15,41.967968,-87.650001
542,Central Ave & Madison St,11,41.880121,-87.763238
652,Rhodes Ave & 71st St,11,41.766,-87.611726
201,Indiana Ave & 40th St,11,41.82168,-87.6216
331,Halsted St & Clybourn Ave,27,41.909668,-87.648128
242,Damen Ave & Leland Ave,15,41.967094,-87.679028
185,Stave St & Armitage Ave,11,41.917741,-87.691392
346,Ada St & Washington Blvd,15,41.88283,-87.661206
549,Marshfield Ave & 44th St,11,41.813996,-87.666589
592,Knox Ave & Montrose Ave,11,41.960631,-87.745359
639,Lakefront Trail & Wilson Ave,15,41.965845,-87.645361
665,South Chicago Ave & Elliot Ave,7,41.747363,-87.580046
219,Damen Ave & Cortland St,19,41.915983,-87.677335
159,Claremont Ave & Hirsch St,11,41.907781,-87.685854
423,University Ave & 57th St,31,41.791478,-87.599861
535,Pulaski Rd & Congress Pkwy,11,41.87441021,-87.72609159
224,Halsted St & Willow St,19,41.913865,-87.648755
202,Halsted St & 18th St,15,41.85750568,-87.64599145
222,Milwaukee Ave & Rockwell St,19,41.92019556,-87.6926592
138,Clybourn Ave & Division St,15,41.904613,-87.640552
20,Sheffield Ave & Kingsbury St,15,41.910522,-87.653106
233,Sangamon St & Washington Blvd,15,41.883165,-87.6511
108,Halsted St & Polk St,19,41.87184,-87.64664
557,Seeley Ave & Garfield Blvd,11,41.794087,-87.675478
623,Michigan Ave & 8th St,43,41.872773,-87.623981
290,Kedzie Ave & Palmer Ct,15,41.921525,-87.707322
178,State St & 19th St,15,41.856594,-87.627542
279,Halsted St & 35th St,15,41.830661,-87.647172
110,Dearborn St & Erie St,27,41.893992,-87.629318
342,Wolcott Ave & Polk St,23,41.871262,-87.673688
465,Marine Dr & Ainslie St,23,41.9716,-87.650154
93,Sheffield Ave & Willow St,15,41.913688,-87.652855
548,Morgan St & Pershing Rd,7,41.823613,-87.650931
275,Ashland Ave & 13th St,15,41.865234,-87.666507
536,Kostner Ave & Lake St,11,41.885928,-87.73541
28,Larrabee St & Menomonee St,15,41.91468,-87.64332
571,Vernon Ave & 75th St,11,41.758361,-87.614138
45,Michigan Ave & Ida B Wells Dr,15,41.876243,-87.624426
621,Aberdeen St & Randolph St,15,41.884114,-87.654264
195,Columbus Dr & Randolph St,55,41.884728,-87.619521
5,State St & Harrison St,23,41.874053,-87.627716
628,Walsh Park,23,41.91461,-87.667968
546,Damen Ave & Pershing Rd,11,41.823192,-87.676597
602,Central St & Girard Ave,15,42.064313,-87.686152
605,University Library (NU),15,42.052939,-87.673447
600,Dodge Ave & Church St,15,42.048308,-87.698224
265,Cottage Grove Ave & Oakwood Blvd,15,41.822985,-87.6071
33,State St & Van Buren St,27,41.877181,-87.627844
186,Ogden Ave & Race Ave,15,41.891795,-87.658751
440,Central Park Ave & 24th St,11,41.8481,-87.715068
347,Ashland Ave & Grace St,15,41.950687,-87.6687
344,Ravenswood Ave & Lawrence Ave,47,41.96909,-87.674237
309,Leavitt St & Armitage Ave,11,41.917805,-87.682437
579,Phillips Ave & 79th St,11,41.75182,-87.565211
267,Lake Park Ave & 47th St,15,41.809443,-87.591875
324,Stockton Dr & Wrightwood Ave,15,41.93132,-87.638742
620,Orleans St & Chestnut St (NEXT Apts),15,41.898203,-87.637536
250,Ashland Ave & Wellington Ave,19,41.936083,-87.669807
297,Paulina St & Montrose Ave,15,41.961507,-87.671387
304,Broadway & Waveland Ave,15,41.949074,-87.648636
401,Shields Ave & 28th Pl,11,41.842733,-87.635491
97,Field Museum,55,41.865312,-87.617867
477,Manor Ave & Leland Ave,11,41.965875,-87.700825
315,Elston Ave & Wabansia Ave,23,41.912919,-87.664169
51,Clark St & Randolph St,43,41.88457623,-87.63188991
209,Normal Ave & Archer Ave,11,41.849527,-87.640591
276,California Ave & North Ave,11,41.9104754,-87.6968944
318,Southport Ave & Irving Park Rd,15,41.954177,-87.664358
394,Clark St & 9th St (AMLI),15,41.870816,-87.631246
578,Bennett Ave & 79th St,11,41.751785,-87.578496
91,Clinton St & Washington Blvd,31,41.88338,-87.64117
340,Clark St & Wrightwood Ave,15,41.929546,-87.643118
107,Desplaines St & Jackson Blvd,27,41.8781189,-87.6439476
488,Pulaski Rd & Eddy St (Temp),11,41.946264,-87.731023
125,Rush St & Hubbard St,23,41.890173,-87.626185
417,Cornell Ave & Hyde Park Blvd,19,41.802406,-87.586924
429,Cottage Grove Ave & 67th St,11,41.77372095,-87.60563486
234,Clark St & Montrose Ave,19,41.961588,-87.666036
240,Sheridan Rd & Irving Park Rd,27,41.954245,-87.654406
263,Rhodes Ave & 32nd St,11,41.836208,-87.613533
598,Elmwood Ave & Austin St,15,42.025784,-87.684107
593,Halsted St & 59th St,11,41.787539,-87.644874
160,Campbell Ave & North Ave,15,41.910535,-87.689556
121,Blackstone Ave & Hyde Park Blvd,19,41.802562,-87.590368
355,South Shore Dr & 67th St,15,41.773643,-87.567514
141,Clark St & Lincoln Ave,23,41.915689,-87.6346
272,Indiana Ave & 31st St,11,41.838842,-87.621857
288,Larrabee St & Armitage Ave,15,41.918084,-87.643749
68,Clinton St & Tilden St,23,41.875885,-87.640795
241,Morgan St & Polk St,19,41.871737,-87.65103
603,Chicago Ave & Sheridan Rd,15,42.050491,-87.677821
175,Wells St & Polk St,19,41.87273154,-87.63351649
32,Racine Ave & Congress Pkwy,19,41.87464,-87.65703
287,Franklin St & Monroe St,31,41.880317,-87.635185
237,MLK Jr Dr & 29th St,19,41.842052,-87.617
81,Daley Center Plaza,20,41.884241,-87.629634
231,Sheridan Rd & Montrose Ave,23,41.96167,-87.65464
176,Clark St & Elm St,39,41.902973,-87.63128
248,Woodlawn Ave & 55th St,19,41.795264,-87.596471
328,Ellis Ave & 58th St,19,41.788746,-87.601334
171,May St & Cullerton St,11,41.855136,-87.654127
306,Sheridan Rd & Buena Ave,19,41.958494,-87.654966
120,Wentworth Ave & Cermak Rd,19,41.85308456,-87.63193131
180,Ritchie Ct & Banks St,15,41.906866,-87.626217
583,Stony Island Ave & 82nd St,11,41.746559,-87.586005
48,Larrabee St & Kingsbury St,43,41.897764,-87.642884
129,Blue Island Ave & 18th St,15,41.857556,-87.661535
131,Lincoln Ave & Belmont Ave (Temp),15,41.93953162,-87.67111436
254,Pine Grove Ave & Irving Park Rd,15,41.954383,-87.648043
416,Dorchester Ave & 49th St,15,41.805772,-87.592464
326,Clark St & Leland Ave,19,41.96705643,-87.66699046
188,Greenview Ave & Fullerton Ave,15,41.92533,-87.6658
27,Larrabee St & North Ave,19,41.91021,-87.6435
181,LaSalle St & Illinois St,31,41.890762,-87.631697
307,Southport Ave & Clybourn Ave,15,41.920771,-87.663712
552,Ashland Ave & McDowell Ave,11,41.80887,-87.66454
206,Halsted St & Archer Ave,15,41.847203,-87.646795
258,Logan Blvd & Elston Ave,27,41.929465,-87.684158
282,Halsted St & Maxwell St,15,41.864883,-87.647071
85,Michigan Ave & Oak St,23,41.90096039,-87.62377664
252,Greenwood Ave & 47th St,15,41.809835,-87.599383
551,Hoyne Ave & 47th St,11,41.808227,-87.67718
197,Michigan Ave & Madison St,19,41.882134,-87.625125
570,Evans Ave & 75th St,7,41.75849,-87.60641
597,Chicago Ave & Washington St,15,42.032562,-87.679101
229,Southport Ave & Roscoe St,19,41.943739,-87.66402
199,Wabash Ave & Grand Ave,31,41.891466,-87.626761
284,Michigan Ave & Jackson Blvd,23,41.87785,-87.62408
232,Pine Grove Ave & Waveland Ave,23,41.94947274,-87.64645279
245,Clarendon Ave & Junior Ter,23,41.961004,-87.649603
6,Dusable Harbor,39,41.886976,-87.612813
619,Keystone Ave & Fullerton Ave,11,41.92459,-87.72785
599,Valli Produce - Evanston Plaza,15,42.039742,-87.699413
19,Throop St & Taylor St,15,41.868968,-87.659141
585,Cottage Grove Ave & 83rd St,11,41.743441,-87.604836
46,Wells St & Walton St,19,41.89993001,-87.63443007
452,Western Ave & Granville Ave,11,41.99416137,-87.68943828
148,State St & 33rd St,15,41.834734,-87.625813
400,Cottage Grove Ave & 71st St,11,41.76571904,-87.60495971
30,Ashland Ave & Augusta Blvd,15,41.899643,-87.6677
308,Seeley Ave & Roscoe St,11,41.943403,-87.679618
158,Milwaukee Ave & Wabansia Ave,15,41.912616,-87.681391
183,Damen Ave & Thomas St (Augusta Blvd),23,41.901315,-87.677409
150,Fort Dearborn Dr & 31st St,27,41.838556,-87.608218
589,Milwaukee Ave & Cuyler Ave,11,41.954468,-87.749594
153,Southport Ave & Wellington Ave,19,41.935733,-87.663576
25,Michigan Ave & Pearson St,23,41.89766,-87.62351
383,Paulina St & Flournoy St,31,41.87295,-87.66913
519,Wolcott Ave & Fargo Ave,11,42.016977,-87.677725
285,Wood St & Hubbard St,19,41.889899,-87.671473
332,Burling St & Diversey Pkwy,19,41.93314,-87.64776
76,DuSable Lake Shore Dr & Monroe St,39,41.880958,-87.616743
95,Stony Island Ave & 64th St,11,41.778881,-87.586647
526,Oakley Ave & Touhy Ave,11,42.012342,-87.688243
291,Wells St & Evergreen Ave,19,41.906724,-87.63483
13,Wilton Ave & Diversey Pkwy,35,41.932418,-87.652705
112,Green St & Washington Blvd,11,41.88318131,-87.64872462
311,Leavitt St & Lawrence Ave,19,41.968885,-87.684001
569,Woodlawn Ave & 75th St,11,41.75916,-87.595751
622,California Ave & Cortez St,15,41.900363,-87.696704
17,Honore St & Division St,23,41.903119,-87.673935
337,Clark St & Chicago Ave,19,41.89675,-87.63089
545,Kostner Ave & Adams St,11,41.877917,-87.735737
66,Clinton St & Lake St,23,41.885637,-87.641823
256,Broadway & Sheridan Rd,15,41.952833,-87.649993
122,Ogden Ave & Congress Pkwy,15,41.87501,-87.67328
522,Bosworth Ave & Howard St,11,42.019537,-87.669563
42,Wabash Ave & Cermak Rd,11,41.852619,-87.626488
335,Calumet Ave & 35th St,15,41.831379,-87.618034
624,Dearborn St & Van Buren St,15,41.876268,-87.629155
572,State St & 76th St,11,41.756971,-87.624621
273,Michigan Ave & 18th St,23,41.857813,-87.62455
26,New St & Illinois St,31,41.89084704,-87.61861682
573,State St & 79th St,11,41.750794,-87.624424
90,Millennium Park,47,41.8810317,-87.62408432
200,MLK Jr Dr & 47th St,11,41.809851,-87.616279
492,Leavitt St & Addison St,15,41.946655,-87.683359
563,Ashland Ave & 63rd St,11,41.779374,-87.664843
547,Ashland Ave & Pershing Rd,11,41.823465,-87.665577
236,Sedgwick St & Schiller St,15,41.907626,-87.638566
323,Sheridan Rd & Lawrence Ave,15,41.969517,-87.654691
515,Paulina St & Howard St,19,42.019159,-87.673573
280,Morgan St & 31st St,11,41.8378,-87.65114
543,Laramie Ave & Gladys Ave,11,41.875806,-87.755285
562,Racine Ave & 61st St,11,41.783189,-87.654372
581,Commercial Ave & 83rd St,11,41.744615,-87.551208
661,Evanston Civic Center,15,42.057044,-87.686554
210,Ashland Ave & Division St,27,41.90345,-87.667747
228,Damen Ave & Melrose Ave,15,41.9406,-87.6785
294,Broadway & Berwyn Ave,15,41.978353,-87.659753
149,Calumet Ave & 33rd St,11,41.8349,-87.61793
631,Malcolm X College Vaccination Site,19,41.877618,-87.673895
87,Racine Ave & Fullerton Ave,19,41.92556258,-87.65840426
142,McClurg Ct & Erie St,31,41.894503,-87.617854
114,Sheffield Ave & Waveland Ave,27,41.949399,-87.654529
226,Racine Ave & Belmont Ave,15,41.939743,-87.658865
101,63rd St Beach,15,41.78091096,-87.57632375
103,Clinton St & Polk St,15,41.87146652,-87.64094913
11,Jeffery Blvd & 71st St,11,41.76663824,-87.57645011
377,Kedzie Ave & Lake St,15,41.88460329,-87.70630374
378,California Ave & Lake St,11,41.88445396,-87.69629814
381,Western Ave & Monroe St,15,41.87978771,-87.68611281
44,State St & Randolph St,23,41.88462107,-87.62783423
439,Kedzie Ave & 21st St,11,41.85353363,-87.70507303
495,Keystone Ave & Montrose Ave,11,41.96110802,-87.7289701
762,Green St & Randolph St*,12,41.88360166,-87.64862672
501,Richmond St & Diversey Ave,15,41.93190197,-87.70119513
494,Kedzie Ave & Bryn Mawr Ave,15,41.98222976,-87.70888656
499,Kosciuszko Park,15,41.93058537,-87.72377736
50,Clark St & Ida B Wells Dr,35,41.87593267,-87.63058454
500,Central Park Ave & Elbridge Ave,15,41.93533728,-87.71688929
147,Indiana Ave & 26th St,15,41.845687,-87.622481
168,Michigan Ave & 14th St,19,41.864059,-87.623727
414,Canal St & Taylor St,15,41.870257,-87.639474
498,California Ave & Fletcher St,19,41.93842879,-87.69800776
388,Halsted & 63rd - Kennedy-King Vaccination Site,11,41.77938114,-87.64462082
1.67419E+18,Public Rack - Bennett Ave & 96th St,2,41.720476,-87.577512
1.67419E+18,Public Rack - Calumet Ave & 71st St,2,41.765537,-87.617305
1.67419E+18,Public Rack - Chappel Ave & 71st St,2,41.766366,-87.575287
3,Shedd Aquarium,55,41.86722596,-87.61535539
1.71582E+18,Public Rack - Brainerd Park,2,41.726942,-87.654896
1.71582E+18,Public Rack - May St & 87th St,1,41.73556,-87.651701
1.67419E+18,Public Rack - Christiana Ave & 55th St,1,41.793307,-87.707702
1.67419E+18,Public Rack - Claremont Ave & 71st St,1,41.764585,-87.682253
1.67419E+18,Public Rack - Cottage Grove Ave & 98th St,1,41.716172,-87.60435
1.67419E+18,Public Rack - Damen Ave & 80th St,2,41.748301,-87.673213
1.67419E+18,Public Rack - Damen Ave & 84th St,1,41.740435,-87.673246
1.67419E+18,Public Rack - East End Ave & 75th St,2,41.75893,-87.582861
1.67419E+18,Public Rack - Eggleston Ave & 115th St,3,41.68497,-87.633848
1.67419E+18,Public Rack - Eggleston Ave & 92nd St,2,41.726182,-87.63466
1.67419E+18,Public Rack - Emil G Hirch Metropolitan High School,2,41.754442,-87.601745
1.67419E+18,Public Rack - Evans Ave & 63rd St,2,41.780506,-87.607519
1.67419E+18,Public Rack - Ewing Ave & 106th St NW,1,41.70287,-87.535861
1.67419E+18,Public Rack - Exchange Ave & 131st St,1,41.65717,-87.552594
1.67419E+18,Public Rack - Halsted St & 63rd St,1,41.779945,-87.641378
1.67419E+18,Public Rack - Halsted St & 64th St,2,41.777436,-87.644535
1.67419E+18,Public Rack - Halsted St & 76th St,4,41.756003,-87.64409
1.67419E+18,Public Rack - Halsted St & 77th St,1,41.753637,-87.643918
1.67419E+18,Public Rack - Halsted St & 94th St,1,41.723442,-87.643612
1.67419E+18,Public Rack - Halsted St & 95th St - SE,3,41.721004,-87.643031
1.67419E+18,Public Rack - Hamilton Ave & 95th St,2,41.720832,-87.676382
1.67419E+18,Public Rack - Harold Washington Park,3,41.801089,-87.584791
1.67419E+18,Public Rack - Harper Ave & 63rd St,6,41.780728,-87.587566
1.67419E+18,Public Rack - Hermitage & 83rd St,1,41.743027,-87.666272
1.67419E+18,Public Rack - Honore St & 87th St,1,41.736093,-87.669404
1.67419E+18,Public Rack - Honore St & 87th St - SE,1,41.735485,-87.668889
1.67419E+18,Public Rack - Hyde Park Blvd & 53rd St,6,41.799468,-87.584206
1.67419E+18,Public Rack - Hyde Park Blvd & 55th St,1,41.795,-87.584113
1.67419E+18,Public Rack - James Madison School,2,41.759876,-87.590638
1.67419E+18,Public Rack - Jeffery Blvd & 67th St,1,41.773259,-87.576664
1.67419E+18,Public Rack - Jeffrey Blvd & 71st St,1,41.766333,-87.576154
1.67419E+18,Public Rack - Kedvale Ave & 63rd St E,2,41.778768,-87.725957
1.67419E+18,Public Rack - Kedzie Ave & 61st Pl E,1,41.782281,-87.703047
1.67419E+18,Public Rack - Kedzie Ave & 63rd St,1,41.778865,-87.703029
1.67419E+18,Public Rack - Kedzie Ave & 64th St - SE,1,41.776985,-87.702916
1.67419E+18,Public Rack - Kedzie Ave & 64th St - SW,2,41.777031,-87.703223
1.67419E+18,Public Rack - Keef Ave & South Chicago Ave,1,41.7707,-87.611706
1.67419E+18,Public Rack - Keeler Ave & Madison St S,3,41.880531,-87.731063
1.67419E+18,Public Rack - Kildare Ave & 63rd St,2,41.778442,-87.73047
1.58224E+18,California Ave & Marquette Rd,1,41.7715789,-87.6933566
1.58224E+18,Spaulding Ave & 63rd St,1,41.7791655,-87.7056392
1.58224E+18,Western Ave & 62nd St,1,41.780985,-87.6834204
1.67419E+18,Public  Rack - Albany Ave & 63rd St,1,41.778906,-87.70084
1.67419E+18,Public Rack - 63rd & Western Ave N,1,41.779334,-87.683768
1.67419E+18,Public Rack - Hamilton Park,1,41.76335,-87.637499
1.68353E+18,Public Rack - Eberhart Ave & 61st St,1,41.783745,-87.612919
1.68353E+18,Public Rack - Lake Shore Dr & Hayes Dr,1,41.780581,-87.574562
1.68353E+18,Public Rack - Kingston Ave & 75th St,1,41.758905,-87.562188
1.68353E+18,Public Rack - Lawndale Ave & 63rd St,1,41.7787155,-87.7140552
1.68353E+18,Public Rack - South Shore Dr & 71st St,2,41.766206,-87.562789
1.68353E+18,Public Rack - Vincennes Ave & 77th St,1,41.75702837,-87.56497151
1.69578E+18,Public Rack - Western Ave & 107th St,1,41.698728,-87.681558
1.69578E+18,Public Rack - Western Ave & 110th St,3,41.69442,-87.681547
1.69578E+18,Public Rack - 10557 S Western Ave,2,41.701719,-87.68128
1.69578E+18,Public Rack - Western Ave & 107th Pl,1,41.698022,-87.681175
1.69578E+18,Public Rack - Western Ave & 96th St,1,41.718621,-87.681516
1.69578E+18,Public Rack - Western Ave & 98th St,1,41.71525,-87.681698
1.69578E+18,Public Rack - Ashland Ave & 83rd St,1,41.742715,-87.663551
1.69578E+18,Public Rack - King Dr & 71st St,2,41.765862,-87.614787
1.69578E+18,Public Rack - Prairie Ave & 78th St,3,41.752229,-87.617995
1.69578E+18,Public Rack - Ashland Ave & 63rd St,1,41.779127,-87.664039
1.69578E+18,Public Rack - Michigan Ave & 67th St,2,41.772068,-87.621686
1.69578E+18,Public Rack - Marquette Rd & 67th St,2,41.773095,-87.612886
1.69578E+18,Public Rack - Champlain Ave & 65th St,2,41.775904,-87.609301
1.71582E+18,Public Rack - Whipple St & 63rd St,1,41.77888,-87.699811
1.71582E+18,Public Rack - Pulaski Rd & 65th St,2,41.773551,-87.722805
1.71585E+18,Public Rack - Kedvale Ave & 26th St,1,41.844265,-87.728103
1.71582E+18,Public Rack - Kedzie Ave & 54th Pl,1,41.794639,-87.703767
1.71585E+18,Public Rack - Kedzie Ave & Walnut St,1,41.885891,-87.706425
1.71582E+18,Public Rack - Maplewood Ave & 47th St,1,41.808413,-87.688535
1.71582E+18,Public Rack - Homan Ave & 62nd Pl,1,41.779668,-87.707834
1.71582E+18,Public Rack - Laflin St &51st ST,2,41.801354,-87.662076
1.71585E+18,Public Rack - Lawndale Ave & 23rd St,2,41.849956,-87.716712
1.71585E+18,Public Rack - Division St & Christiana Ave,2,41.90254,-87.71085
1.71582E+18,Public Rack - Maplewood Ave & 63rd St,1,41.779343,-87.686763
1.71585E+18,Public Rack - Grand Ave & Lawndale Ave,2,41.9035,-87.7204
1.71585E+18,Public Rack - Independence Blvd & Roosevelt,1,41.8662123,-87.7184969
1.71582E+18,Public Rack - Hoyne Ave & 51st St,2,41.801001,-87.676773
1.71585E+18,Public Rack - Homan Ave & Roosevelt,1,41.86649,-87.710786
1.71585E+18,Public Rack - Kildare Ave & North Ave,1,41.909866,-87.73399
1.71585E+18,Public Rack - Washington Park Ct & 51st St,2,41.8021917,-87.6151444
1.71582E+18,Public Rack - Talman Ave & Pershing Rd,1,41.822592,-87.690725
1.71582E+18,Public Rack - Oakley Ave & 50th Pl,1,41.80193,-87.680903
1.71585E+18,Public Rack - Pulaski Rd & Grenshaw St,1,41.8670279,-87.7254644
1.71585E+18,Public Rack - Rockwell & Division,1,41.90282,-87.692397
1.71582E+18,Public Rack - Kedzie Ave & 60th St,1,41.785235,-87.703131
1.71582E+18,Public Rack - Lawndale & 63rd St,1,41.777732,-87.713878
1.71582E+18,Public Rack - Sangamon St & 87th St,1,41.73582,-87.646896
