geoid,state,county,tract,blockgrp,lat,lng,loc_id
1.70318E+14,17,31,837100,1,41.8878,-87.7051,1
1.70313E+14,17,31,320400,1,41.8805,-87.6247,2
1.70318E+14,17,31,844700,1,41.8553,-87.7123,3
1.70313E+14,17,31,310600,2,41.8577,-87.6631,4
1.70313E+14,17,31,310800,1,41.858,-87.668,5
1.70312E+14,17,31,190800,3,41.9244,-87.7467,6
1.70317E+14,17,31,710200,1,41.7545,-87.6445,7
1.70312E+14,17,31,170500,3,41.9519,-87.8327,8
1.70318E+14,17,31,844700,2,41.8517,-87.7151,9
1.70318E+14,17,31,831900,2,41.9439,-87.6719,10
1.70311E+14,17,31,50200,3,41.9552,-87.6842,11
1.70311E+14,17,31,51100,1,41.9397,-87.683,12
1.70318E+14,17,31,839100,2,41.8797,-87.6342,13
1.70312E+14,17,31,220400,2,41.9254,-87.7023,14
1.70313E+14,17,31,310800,1,41.8583,-87.6665,15
1.70311E+14,17,31,62100,1,41.9431,-87.6497,16
1.70311E+14,17,31,61000,1,41.9489,-87.6499,17
1.70316E+14,17,31,610300,3,41.8088,-87.6736,18
1.70312E+14,17,31,220500,1,41.9267,-87.7033,19
1.70311E+14,17,31,81800,1,41.8954,-87.6352,20
1.70318E+14,17,31,839100,1,41.8826,-87.6375,21
1.70311E+14,17,31,62100,1,41.944,-87.6497,22
1.70312E+14,17,31,242200,1,41.9013,-87.6745,23
1.70318E+14,17,31,830700,2,41.968,-87.6595,24
1.70311E+14,17,31,90200,4,42.0112,-87.8178,25
1.7031E+14,17,31,30103,1,41.9963,-87.6599,26
1.70318E+14,17,31,832300,1,41.925,-87.6767,27
1.70318E+14,17,31,839100,1,41.8808,-87.6351,28
1.70313E+14,17,31,320102,1,41.8867,-87.6279,29
1.70311E+14,17,31,81700,2,41.8888,-87.6313,30
1.70312E+14,17,31,221300,1,41.9244,-87.6994,31
1.70312E+14,17,31,231500,4,41.8953,-87.7198,32
1.70312E+14,17,31,150300,1,41.9653,-87.7581,33
1.70312E+14,17,31,200200,1,41.9314,-87.7365,34
1.70312E+14,17,31,243500,2,41.8916,-87.6488,35
1.70311E+14,17,31,140800,3,41.9615,-87.7016,36
1.70311E+14,17,31,80300,1,41.9061,-87.6343,37
1.70318E+14,17,31,833000,1,41.8839,-87.6488,38
1.70312E+14,17,31,222500,1,41.9174,-87.6993,39
1.70311E+14,17,31,81700,2,41.8897,-87.6314,40
1.70313E+14,17,31,280100,1,41.885,-87.6398,41
1.70312E+14,17,31,230200,1,41.9101,-87.7098,42
1.70318E+14,17,31,843700,1,41.9537,-87.6913,43
1.70318E+14,17,31,842600,1,41.8164,-87.6448,44
1.70312E+14,17,31,151100,3,41.9387,-87.7661,45
1.70318E+14,17,31,831100,4,41.9395,-87.7184,46
1.70311E+14,17,31,140100,1,41.9685,-87.7031,47
1.70311E+14,17,31,81800,1,41.8962,-87.637,48
1.70311E+14,17,31,81401,1,41.895,-87.6208,49
1.70318E+14,17,31,750100,4,41.6949,-87.6544,50
1.70318E+14,17,31,839100,1,41.8829,-87.6291,51
1.70312E+14,17,31,210700,2,41.9336,-87.7073,52
1.70311E+14,17,31,90200,4,42.0044,-87.8187,53
1.70318E+14,17,31,832400,1,41.9141,-87.6967,54
1.70314E+14,17,31,430300,2,41.7679,-87.5889,55
1.70316E+14,17,31,600700,2,41.8444,-87.6601,56
1.70318E+14,17,31,842300,2,41.8965,-87.6554,57
1.70316E+14,17,31,600700,2,41.8392,-87.6625,58
1.70313E+14,17,31,281900,3,41.8799,-87.6421,59
1.70311E+14,17,31,50100,2,41.9553,-87.6744,60
1.70312E+14,17,31,210601,3,41.9391,-87.7128,61
1.70318E+14,17,31,842300,1,41.9107,-87.6622,62
1.70318E+14,17,31,841300,2,41.8493,-87.6854,63
1.70318E+14,17,31,832300,1,41.9173,-87.6669,64
1.7031E+14,17,31,30103,1,41.9958,-87.6602,65
1.70318E+14,17,31,839100,1,41.8802,-87.6281,66
1.70311E+14,17,31,81201,1,41.9002,-87.6275,67
1.70318E+14,17,31,841200,1,41.8524,-87.6806,68
1.7031E+14,17,31,40900,2,41.9614,-87.6838,69
1.70318E+14,17,31,839100,1,41.8791,-87.6337,70
1.70318E+14,17,31,839100,2,41.8776,-87.6371,71
1.70312E+14,17,31,242800,1,41.8955,-87.6902,72
1.70316E+14,17,31,611400,3,41.8074,-87.6731,73
1.70318E+14,17,31,839000,4,41.8728,-87.6294,74
1.70318E+14,17,31,750500,3,41.6917,-87.6712,75
1.70312E+14,17,31,221300,2,41.9178,-87.699,76
1.70312E+14,17,31,190200,1,41.9388,-87.7488,77
1.70313E+14,17,31,280100,1,41.8834,-87.6421,78
1.70314E+14,17,31,411100,1,41.7949,-87.588,79
1.70318E+14,17,31,831000,1,41.9112,-87.6777,80
1.70311E+14,17,31,100600,4,41.9807,-87.8054,81
1.70312E+14,17,31,160400,3,41.9579,-87.7248,82
1.70316E+14,17,31,580800,1,41.8086,-87.6877,83
1.70314E+14,17,31,440202,1,41.7441,-87.6144,84
1.70311E+14,17,31,70700,1,41.9322,-87.6727,85
1.70311E+14,17,31,62100,2,41.9449,-87.6497,86
1.70312E+14,17,31,150600,1,41.9529,-87.769,87
1.70312E+14,17,31,170200,2,41.9458,-87.7791,88
1.70311E+14,17,31,81201,3,41.9008,-87.627,89
1.70315E+14,17,31,520400,3,41.6993,-87.5349,90
1.70318E+14,17,31,832400,2,41.9156,-87.6877,91
1.70311E+14,17,31,62100,1,41.9437,-87.6497,92
1.70311E+14,17,31,51300,1,41.9396,-87.6735,93
1.70316E+14,17,31,610400,1,41.8086,-87.6655,94
1.70313E+14,17,31,310600,2,41.8576,-87.6605,95
1.70318E+14,17,31,832400,1,41.9169,-87.6958,96
1.70316E+14,17,31,580501,2,41.8174,-87.6945,97
1.70318E+14,17,31,841500,1,41.8628,-87.7104,98
1.70312E+14,17,31,200402,1,41.9175,-87.7273,99
1.70312E+14,17,31,190800,3,41.9257,-87.7464,100
1.70312E+14,17,31,243100,1,41.8943,-87.6723,101
1.70317E+14,17,31,700401,1,41.7419,-87.7099,102
1.70315E+14,17,31,520100,1,41.7206,-87.5352,103
1.70315E+14,17,31,520300,1,41.7081,-87.5356,104
1.70312E+14,17,31,210502,1,41.932,-87.7235,105
1.70318E+14,17,31,841500,2,41.8613,-87.7093,106
1.70313E+14,17,31,310700,1,41.8561,-87.666,107
1.70318E+14,17,31,839100,1,41.8841,-87.6365,108
1.70313E+14,17,31,310600,1,41.8581,-87.6569,109
1.70312E+14,17,31,190402,1,41.9384,-87.7723,110
1.70313E+14,17,31,281900,1,41.8781,-87.6416,111
1.70311E+14,17,31,62100,2,41.9452,-87.6496,112
1.70312E+14,17,31,230200,1,41.9103,-87.7078,113
1.70311E+14,17,31,50500,1,41.9537,-87.6877,114
1.70317E+14,17,31,711200,3,41.7361,-87.6694,115
1.70318E+14,17,31,839100,1,41.8819,-87.6368,116
1.70312E+14,17,31,191000,1,41.9207,-87.742,117
1.70315E+14,17,31,460500,4,41.7442,-87.5732,118
1.70318E+14,17,31,833000,2,41.8878,-87.6619,119
1.70318E+14,17,31,839100,1,41.8779,-87.6313,120
1.70312E+14,17,31,190401,1,41.9355,-87.7831,121
1.70311E+14,17,31,90300,1,41.9964,-87.8082,122
1.70315E+14,17,31,540101,2,41.6531,-87.6011,123
1.70312E+14,17,31,221400,2,41.9209,-87.6945,124
1.70315E+14,17,31,500300,2,41.6857,-87.6077,125
1.70312E+14,17,31,221400,3,41.92,-87.6928,126
1.70318E+14,17,31,843700,2,41.9381,-87.6876,127
1.70312E+14,17,31,221400,3,41.9181,-87.6946,128
1.70312E+14,17,31,242200,1,41.9025,-87.6742,129
1.70312E+14,17,31,190402,1,41.9385,-87.7687,130
1.70311E+14,17,31,62000,1,41.9432,-87.6491,131
1.70318E+14,17,31,832000,1,41.9462,-87.6498,132
1.70318E+14,17,31,837300,1,41.8737,-87.7029,133
1.70312E+14,17,31,191200,2,41.9172,-87.7569,134
1.70313E+14,17,31,330103,1,41.8555,-87.6253,135
1.70311E+14,17,31,130300,4,41.9831,-87.7133,136
1.70317E+14,17,31,710700,4,41.7433,-87.6588,137
1.70311E+14,17,31,140200,2,41.9687,-87.7131,138
1.70311E+14,17,31,50500,3,41.9502,-87.6833,139
1.70312E+14,17,31,200200,2,41.9272,-87.736,140
1.70311E+14,17,31,60900,1,41.9478,-87.6495,141
1.70318E+14,17,31,833900,2,41.7317,-87.5524,142
1.7031E+14,17,31,32100,3,41.9553,-87.6546,143
1.70318E+14,17,31,832100,1,41.9521,-87.6505,144
1.70313E+14,17,31,320400,1,41.8785,-87.6272,145
1.7031E+14,17,31,20901,1,41.9976,-87.6897,146
1.70314E+14,17,31,411000,2,41.7915,-87.5876,147
1.70311E+14,17,31,81403,1,41.8898,-87.6215,148
1.70312E+14,17,31,243500,1,41.8909,-87.6555,149
1.70313E+14,17,31,280400,1,41.886,-87.6719,150
1.70311E+14,17,31,70300,2,41.929,-87.6491,151
1.70311E+14,17,31,60300,1,41.9542,-87.6728,152
1.70314E+14,17,31,351000,2,41.8313,-87.6148,153
1.70313E+14,17,31,260900,2,41.873,-87.7253,154
1.70318E+14,17,31,839100,1,41.8869,-87.6294,155
1.70311E+14,17,31,60900,1,41.9483,-87.649,156
1.70312E+14,17,31,190300,1,41.9386,-87.7626,157
1.70312E+14,17,31,220400,2,41.9319,-87.7024,158
1.70313E+14,17,31,280100,1,41.8844,-87.6391,159
1.70312E+14,17,31,190800,3,41.9245,-87.7482,160
1.70316E+14,17,31,560900,3,41.796,-87.7881,161
1.70312E+14,17,31,220400,2,41.9259,-87.7016,162
1.70318E+14,17,31,840300,2,41.8309,-87.6768,163
1.70318E+14,17,31,838100,2,41.8798,-87.6678,164
1.70311E+14,17,31,81000,3,41.9012,-87.6303,165
1.70318E+14,17,31,841500,2,41.8608,-87.7056,166
1.70312E+14,17,31,150300,1,41.965,-87.7582,167
1.70311E+14,17,31,110501,3,41.9779,-87.7566,168
1.70311E+14,17,31,70300,2,41.9271,-87.6513,169
1.70313E+14,17,31,261000,2,41.8734,-87.726,170
1.70311E+14,17,31,81700,2,41.8939,-87.6312,171
1.70313E+14,17,31,330102,2,41.8646,-87.6241,172
1.70311E+14,17,31,81800,1,41.8958,-87.6345,173
1.70312E+14,17,31,241400,4,41.9033,-87.6782,174
1.70318E+14,17,31,830900,3,41.9295,-87.6883,175
1.70318E+14,17,31,840300,2,41.8308,-87.6775,176
1.70315E+14,17,31,520200,3,41.7156,-87.5356,177
1.70312E+14,17,31,210502,2,41.9353,-87.7181,178
1.70311E+14,17,31,70101,3,41.9326,-87.641,179
1.70314E+14,17,31,430300,1,41.7727,-87.5868,180
1.7031E+14,17,31,30800,3,41.9787,-87.668,181
1.70311E+14,17,31,81700,1,41.8958,-87.6331,182
1.7031E+14,17,31,30800,2,41.9805,-87.6681,183
1.70312E+14,17,31,220500,1,41.9318,-87.7047,184
1.7031E+14,17,31,10600,4,42.0082,-87.6674,185
1.70311E+14,17,31,120300,2,41.9904,-87.7323,186
1.70318E+14,17,31,839100,1,41.8871,-87.6297,187
1.70316E+14,17,31,580200,2,41.8229,-87.6948,188
1.70317E+14,17,31,711400,2,41.7358,-87.6469,189
1.70313E+14,17,31,310600,2,41.8562,-87.6615,190
1.70312E+14,17,31,242000,1,41.9001,-87.6628,191
1.70311E+14,17,31,62300,1,41.9432,-87.6594,192
1.70317E+14,17,31,711400,2,41.7356,-87.6517,193
1.70311E+14,17,31,70103,1,41.9256,-87.6425,194
1.70312E+14,17,31,221400,2,41.922,-87.6973,195
1.70312E+14,17,31,242300,2,41.8982,-87.6796,196
1.70318E+14,17,31,830800,1,41.9662,-87.6789,197
1.70317E+14,17,31,720300,3,41.7074,-87.6813,198
1.70312E+14,17,31,240200,1,41.9108,-87.6704,199
1.70317E+14,17,31,691000,2,41.7586,-87.617,200
1.70312E+14,17,31,241400,1,41.9084,-87.6746,201
1.70318E+14,17,31,841900,2,41.8684,-87.6411,202
1.70313E+14,17,31,320102,1,41.8865,-87.6263,203
1.70318E+14,17,31,841300,3,41.8452,-87.6844,204
1.70313E+14,17,31,310700,1,41.858,-87.6646,205
1.70313E+14,17,31,320600,2,41.8707,-87.6274,206
1.7031E+14,17,31,10202,1,42.0171,-87.6731,207
1.70313E+14,17,31,310600,1,41.8579,-87.66,208
1.70311E+14,17,31,63000,2,41.9348,-87.6536,209
1.70312E+14,17,31,150600,2,41.9459,-87.7712,210
1.7031E+14,17,31,40401,2,41.9688,-87.6877,211
1.70318E+14,17,31,843500,1,41.8441,-87.7047,212
1.70313E+14,17,31,320102,1,41.8881,-87.6236,213
1.70312E+14,17,31,221500,1,41.9211,-87.688,214
1.70313E+14,17,31,310900,1,41.8543,-87.6757,215
1.70318E+14,17,31,833000,1,41.8859,-87.6484,216
1.70318E+14,17,31,832600,1,41.9115,-87.6531,217
1.70311E+14,17,31,62800,2,41.9328,-87.6594,218
1.7031E+14,17,31,31900,2,41.9619,-87.6698,219
1.70312E+14,17,31,191302,1,41.9206,-87.7752,220
1.70311E+14,17,31,71200,1,41.9229,-87.6455,221
1.70311E+14,17,31,81700,2,41.89,-87.633,222
1.70312E+14,17,31,191200,1,41.9239,-87.7608,223
1.70318E+14,17,31,832000,1,41.9459,-87.6497,224
1.7031E+14,17,31,31502,1,41.9619,-87.6501,225
1.70311E+14,17,31,140701,2,41.9683,-87.715,226
1.70318E+14,17,31,840700,2,41.8517,-87.6958,227
1.70311E+14,17,31,140701,1,41.9682,-87.71,228
1.70318E+14,17,31,842200,1,41.9061,-87.6488,229
1.70312E+14,17,31,222200,2,41.9142,-87.6837,230
1.70318E+14,17,31,832200,2,41.9211,-87.6779,231
1.70312E+14,17,31,221300,1,41.922,-87.6975,232
1.70312E+14,17,31,221400,3,41.9198,-87.6925,233
1.70312E+14,17,31,221300,3,41.9177,-87.7013,234
1.70318E+14,17,31,839100,1,41.8854,-87.6339,235
1.70317E+14,17,31,730202,3,41.7234,-87.6436,236
1.70311E+14,17,31,130200,1,41.9839,-87.7288,237
1.7031E+14,17,31,20100,1,42.0145,-87.6901,238
1.7031E+14,17,31,10300,4,42.0162,-87.6699,239
1.70318E+14,17,31,833300,1,41.8711,-87.6535,240
1.70314E+14,17,31,421200,2,41.7707,-87.6117,241
1.70311E+14,17,31,81800,2,41.8898,-87.6372,242
1.70312E+14,17,31,160300,3,41.9589,-87.7341,243
1.70312E+14,17,31,190602,3,41.924,-87.7724,244
1.70312E+14,17,31,200100,1,41.9327,-87.7326,245
1.70318E+14,17,31,830700,2,41.9675,-87.6586,246
1.70314E+14,17,31,431200,1,41.7521,-87.5667,247
1.70314E+14,17,31,390300,2,41.8168,-87.6062,248
1.70318E+14,17,31,830700,3,41.9662,-87.6579,249
1.70312E+14,17,31,151002,4,41.939,-87.7425,250
1.70318E+14,17,31,832100,1,41.9521,-87.6499,251
1.70313E+14,17,31,292200,2,41.8547,-87.7151,252
1.70312E+14,17,31,190800,3,41.9245,-87.7539,253
1.70312E+14,17,31,190402,2,41.9336,-87.7664,254
1.70315E+14,17,31,460500,5,41.7467,-87.5785,255
1.70311E+14,17,31,62100,1,41.9442,-87.6496,256
1.70312E+14,17,31,220300,2,41.925,-87.6927,257
1.70312E+14,17,31,161300,4,41.9438,-87.7314,258
1.70312E+14,17,31,221500,2,41.9247,-87.6919,259
1.70312E+14,17,31,190800,3,41.9244,-87.7511,260
1.70311E+14,17,31,81201,3,41.901,-87.6251,261
1.70313E+14,17,31,320400,1,41.8764,-87.6249,262
1.70313E+14,17,31,310900,1,41.8543,-87.6732,263
1.70318E+14,17,31,839100,1,41.8829,-87.6299,264
1.70312E+14,17,31,241500,2,41.9063,-87.6676,265
1.70318E+14,17,31,839100,2,41.879,-87.6352,266
1.70313E+14,17,31,292200,3,41.8534,-87.7191,267
1.70318E+14,17,31,832300,1,41.9218,-87.6727,268
1.70313E+14,17,31,271500,1,41.8728,-87.7132,269
1.70311E+14,17,31,81800,1,41.8959,-87.6349,270
1.70311E+14,17,31,81800,1,41.8976,-87.6364,271
1.70311E+14,17,31,110200,1,41.9776,-87.7691,272
1.70311E+14,17,31,71100,1,41.9183,-87.6498,273
1.70318E+14,17,31,842000,2,41.8346,-87.623,274
1.70312E+14,17,31,190702,3,41.9243,-87.7577,275
1.70311E+14,17,31,90300,1,41.9971,-87.8212,276
1.70312E+14,17,31,242600,4,41.9001,-87.6968,277
1.70318E+14,17,31,839100,1,41.886,-87.6344,278
1.70312E+14,17,31,221300,1,41.9232,-87.6976,279
1.70312E+14,17,31,160502,2,41.9559,-87.7083,280
1.70311E+14,17,31,140701,2,41.9681,-87.7136,281
1.70318E+14,17,31,842300,1,41.9096,-87.6606,282
1.70318E+14,17,31,844700,2,41.8533,-87.7181,283
1.70313E+14,17,31,300600,2,41.8446,-87.7169,284
1.70312E+14,17,31,190401,1,41.9384,-87.7775,285
1.70311E+14,17,31,50600,2,41.9499,-87.676,286
1.7031E+14,17,31,20400,1,42.0121,-87.6833,287
1.7031E+14,17,31,40201,3,41.9688,-87.6955,288
1.7031E+14,17,31,40600,1,41.9651,-87.6791,289
1.70311E+14,17,31,81900,1,41.8965,-87.6409,290
1.70311E+14,17,31,60100,2,41.9544,-87.6635,291
1.70311E+14,17,31,61000,1,41.9483,-87.6498,292
1.70318E+14,17,31,831800,4,41.9757,-87.7107,293
1.70312E+14,17,31,242600,3,41.8959,-87.6919,294
1.70313E+14,17,31,301701,2,41.8425,-87.7157,295
1.70311E+14,17,31,81403,2,41.8934,-87.6185,296
1.70311E+14,17,31,62400,1,41.9417,-87.6642,297
1.70312E+14,17,31,221300,1,41.9226,-87.6975,298
1.70312E+14,17,31,190300,1,41.9385,-87.7575,299
1.7031E+14,17,31,30300,2,41.9936,-87.671,300
1.70318E+14,17,31,839100,1,41.8849,-87.6357,301
1.70312E+14,17,31,190300,2,41.9362,-87.7663,302
1.70313E+14,17,31,292400,1,41.8587,-87.7224,303
1.70311E+14,17,31,81800,2,41.8897,-87.6361,304
1.70311E+14,17,31,81700,2,41.8911,-87.6323,305
1.70312E+14,17,31,221400,2,41.9226,-87.697,306
1.70312E+14,17,31,221400,2,41.9222,-87.6973,307
1.70312E+14,17,31,151200,2,41.9386,-87.7709,308
1.7031E+14,17,31,30800,4,41.9764,-87.6681,309
1.70313E+14,17,31,260900,1,41.8708,-87.7208,310
1.70318E+14,17,31,833000,1,41.8837,-87.6506,311
1.70311E+14,17,31,81403,1,41.8911,-87.6212,312
1.70313E+14,17,31,310900,1,41.8543,-87.673,313
1.70318E+14,17,31,839100,1,41.8817,-87.6355,314
1.70311E+14,17,31,61000,1,41.9503,-87.6496,315
1.70311E+14,17,31,60900,1,41.9504,-87.6493,316
1.70311E+14,17,31,63200,3,41.94,-87.6425,317
1.70318E+14,17,31,839100,2,41.8752,-87.6333,318
1.70312E+14,17,31,210900,1,41.9355,-87.6975,319
1.70311E+14,17,31,140701,2,41.9679,-87.7136,320
1.70318E+14,17,31,839100,1,41.8866,-87.6348,321
1.70312E+14,17,31,241500,2,41.9075,-87.6679,322
1.70318E+14,17,31,834200,2,41.7575,-87.5857,323
1.70312E+14,17,31,221400,2,41.9225,-87.6964,324
1.70314E+14,17,31,411100,2,41.7913,-87.5901,325
1.70311E+14,17,31,81500,2,41.8922,-87.6273,326
1.70314E+14,17,31,410800,2,41.7978,-87.5891,327
1.70318E+14,17,31,837100,2,41.8868,-87.6986,328
1.70312E+14,17,31,220500,1,41.927,-87.704,329
1.70311E+14,17,31,110100,1,41.9816,-87.7623,330
1.70311E+14,17,31,81000,2,41.8999,-87.6303,331
1.70313E+14,17,31,310500,1,41.8578,-87.6561,332
1.70312E+14,17,31,242100,3,41.8978,-87.6675,333
1.70316E+14,17,31,590500,1,41.8299,-87.6788,334
1.70311E+14,17,31,81600,1,41.8936,-87.6297,335
1.7031E+14,17,31,20701,2,41.9861,-87.7002,336
1.70312E+14,17,31,151200,1,41.9426,-87.7681,337
1.70311E+14,17,31,81500,3,41.8916,-87.6277,338
1.70311E+14,17,31,90200,1,42.0115,-87.8076,339
1.70312E+14,17,31,191301,2,41.9205,-87.7757,340
1.70318E+14,17,31,832500,2,41.9251,-87.6631,341
1.70313E+14,17,31,310900,3,41.856,-87.6761,342
1.70311E+14,17,31,60200,1,41.9614,-87.6705,343
1.70318E+14,17,31,843100,2,41.8571,-87.7054,344
1.70318E+14,17,31,838600,2,41.8666,-87.6962,345
1.70311E+14,17,31,62700,3,41.9387,-87.6678,346
1.70313E+14,17,31,320101,3,41.886,-87.6158,347
1.70312E+14,17,31,243000,2,41.891,-87.6796,348
1.70313E+14,17,31,320102,2,41.8827,-87.6271,349
1.70318E+14,17,31,842300,2,41.8891,-87.6422,350
1.70318E+14,17,31,830700,2,41.9676,-87.6593,351
1.7031E+14,17,31,40600,3,41.966,-87.6869,352
1.70312E+14,17,31,221400,3,41.9183,-87.6945,353
1.70313E+14,17,31,292400,2,41.8521,-87.7214,354
1.70313E+14,17,31,340500,1,41.8379,-87.6355,355
1.70312E+14,17,31,190800,5,41.9313,-87.7537,356
1.7031E+14,17,31,30400,2,41.9857,-87.6693,357
1.70311E+14,17,31,81403,1,41.8916,-87.6205,358
1.70318E+14,17,31,832400,2,41.9156,-87.6874,359
1.70314E+14,17,31,431200,1,41.7518,-87.5731,360
1.70311E+14,17,31,81800,4,41.8947,-87.6433,361
1.70317E+14,17,31,711100,3,41.736,-87.6624,362
1.70311E+14,17,31,50600,1,41.9529,-87.6778,363
1.70318E+14,17,31,839700,2,41.8317,-87.6458,364
1.70312E+14,17,31,151001,2,41.9394,-87.7542,365
1.70318E+14,17,31,841100,1,41.8533,-87.6357,366
1.70316E+14,17,31,600900,1,41.8366,-87.6479,367
1.70318E+14,17,31,839100,2,41.8784,-87.6349,368
1.70312E+14,17,31,190200,1,41.938,-87.7469,369
1.70313E+14,17,31,281900,1,41.8783,-87.6389,370
1.70311E+14,17,31,81700,2,41.8907,-87.6321,371
1.70318E+14,17,31,831100,1,41.9393,-87.7125,372
1.70311E+14,17,31,63000,2,41.9328,-87.6526,373
1.70311E+14,17,31,81800,1,41.8962,-87.6375,374
1.70318E+14,17,31,839100,1,41.8838,-87.6374,375
1.70311E+14,17,31,140800,3,41.9614,-87.7043,376
1.70312E+14,17,31,171100,2,41.9385,-87.7772,377
1.70312E+14,17,31,241400,1,41.9085,-87.6747,378
1.70311E+14,17,31,50600,1,41.9524,-87.6742,379
1.70313E+14,17,31,251500,3,41.8947,-87.7611,380
1.70312E+14,17,31,242700,1,41.8979,-87.697,381
1.70312E+14,17,31,243300,1,41.8958,-87.6665,382
1.70312E+14,17,31,190702,3,41.9242,-87.7618,383
1.70314E+14,17,31,411000,3,41.7951,-87.5851,384
1.70318E+14,17,31,842100,4,41.9024,-87.7327,385
1.70311E+14,17,31,71500,1,41.9113,-87.6354,386
1.70313E+14,17,31,291200,2,41.8623,-87.7153,387
1.70317E+14,17,31,711300,1,41.7355,-87.6639,388
1.70312E+14,17,31,210602,3,41.9338,-87.7152,389
1.70311E+14,17,31,100300,1,41.9866,-87.7935,390
1.70311E+14,17,31,50600,1,41.9513,-87.6768,391
1.70318E+14,17,31,839100,1,41.886,-87.633,392
1.70312E+14,17,31,191100,5,41.9239,-87.7548,393
1.70311E+14,17,31,81600,1,41.8923,-87.6292,394
1.7031E+14,17,31,30500,2,41.9908,-87.6662,395
1.70313E+14,17,31,310200,2,41.8535,-87.6465,396
1.7031E+14,17,31,32100,2,41.9616,-87.6559,397
1.70313E+14,17,31,320600,2,41.8705,-87.6268,398
1.70314E+14,17,31,351400,1,41.8288,-87.6265,399
1.70312E+14,17,31,242700,1,41.8959,-87.6972,400
1.70316E+14,17,31,560400,1,41.8076,-87.7401,401
1.70312E+14,17,31,191302,1,41.9198,-87.771,402
1.70318E+14,17,31,837800,2,41.8868,-87.6777,403
1.70311E+14,17,31,60800,1,41.9526,-87.6492,404
1.70312E+14,17,31,220300,1,41.9314,-87.6972,405
1.70318E+14,17,31,836700,1,41.8955,-87.7083,406
1.70311E+14,17,31,81000,6,41.9038,-87.6304,407
1.70312E+14,17,31,240600,1,41.9132,-87.6877,408
1.70312E+14,17,31,230700,2,41.9033,-87.7195,409
1.70314E+14,17,31,351000,1,41.8317,-87.609,410
1.70311E+14,17,31,50100,2,41.955,-87.6744,411
1.70318E+14,17,31,831800,5,41.983,-87.7097,412
1.70318E+14,17,31,832100,3,41.9531,-87.6499,413
1.70315E+14,17,31,520300,2,41.7035,-87.5355,414
1.70312E+14,17,31,210502,2,41.934,-87.7175,415
1.70318E+14,17,31,839100,1,41.8805,-87.6308,416
1.70315E+14,17,31,520300,4,41.7026,-87.5427,417
1.70311E+14,17,31,70500,3,41.9324,-87.6629,418
1.70314E+14,17,31,440700,1,41.7364,-87.6062,419
1.70315E+14,17,31,460800,1,41.7341,-87.551,420
1.70311E+14,17,31,81201,2,41.8969,-87.6273,421
1.7031E+14,17,31,40600,3,41.9678,-87.6824,422
1.70312E+14,17,31,220500,1,41.928,-87.7055,423
1.70311E+14,17,31,70200,3,41.9288,-87.6426,424
1.70311E+14,17,31,80100,1,41.9058,-87.6287,425
1.70318E+14,17,31,833000,1,41.8854,-87.6482,426
1.7031E+14,17,31,20200,2,42.0129,-87.6905,427
1.70311E+14,17,31,90200,4,42.0041,-87.8183,428
1.70312E+14,17,31,160601,2,41.9612,-87.7027,429
1.7031E+14,17,31,30102,2,41.9943,-87.6596,430
1.70318E+14,17,31,839100,1,41.882,-87.6303,431
1.70318E+14,17,31,839100,1,41.8778,-87.6293,432
1.70313E+14,17,31,320600,1,41.8685,-87.6242,433
1.70318E+14,17,31,833000,1,41.8834,-87.6486,434
1.70312E+14,17,31,221400,2,41.9218,-87.6958,435
1.70313E+14,17,31,281900,3,41.8799,-87.6412,436
1.70312E+14,17,31,240500,1,41.9105,-87.685,437
1.70317E+14,17,31,720500,2,41.7026,-87.6815,438
1.70318E+14,17,31,750600,1,41.6918,-87.6427,439
1.70312E+14,17,31,220702,4,41.9317,-87.7193,440
1.70311E+14,17,31,81800,2,41.8894,-87.6343,441
1.70318E+14,17,31,840700,1,41.8525,-87.6959,442
1.70313E+14,17,31,320102,1,41.8866,-87.6218,443
1.7031E+14,17,31,40600,3,41.9678,-87.6877,444
1.70313E+14,17,31,300900,2,41.8447,-87.7036,445
1.70318E+14,17,31,839000,4,41.8729,-87.6291,446
1.70318E+14,17,31,837800,1,41.8814,-87.6847,447
1.70312E+14,17,31,190602,2,41.9269,-87.7661,448
1.70312E+14,17,31,170300,2,41.9527,-87.7987,449
1.7031E+14,17,31,30200,3,41.9912,-87.6678,450
1.7031E+14,17,31,30500,4,41.9861,-87.6691,451
1.70317E+14,17,31,720700,3,41.7065,-87.6671,452
1.70311E+14,17,31,62000,1,41.9436,-87.6487,453
1.70312E+14,17,31,240300,1,41.9123,-87.6775,454
1.7031E+14,17,31,40800,2,41.9615,-87.693,455
1.70318E+14,17,31,841100,1,41.8531,-87.6315,456
1.70312E+14,17,31,242400,2,41.8987,-87.6866,457
1.70313E+14,17,31,310900,3,41.8578,-87.6762,458
1.70315E+14,17,31,461000,1,41.7272,-87.5514,459
1.70312E+14,17,31,150402,3,41.9599,-87.7675,460
1.70311E+14,17,31,81700,1,41.8964,-87.6338,461
1.7031E+14,17,31,40202,2,41.9775,-87.6928,462
1.70318E+14,17,31,840700,3,41.8547,-87.6953,463
1.70318E+14,17,31,839100,2,41.8796,-87.6375,464
1.70311E+14,17,31,50600,1,41.9518,-87.6743,465
1.70316E+14,17,31,600600,1,41.8423,-87.6562,466
1.70318E+14,17,31,841900,2,41.861,-87.6467,467
1.70311E+14,17,31,140701,1,41.9672,-87.7131,468
